,recipe_name,description,rating,num_ratings,author
0,Low-carb Scallops with Tarragon Butter - Recipe - Diet Doctor,"For scallop lovers, this mouthwatering recipe will have you coming back again and again! Savor these soft and tender scallops with a caramelized crust, bathed in a delicious buttery sauce.",5,4,Naomi Sherman
0,Low-Carb Bubble & Squeak - Recipe - Diet Doctor,"Swedish home cooking at its best! Our low-carb version of bubble and squeak, aka ""Pytt i panna"" in Swedish, is incredibly creamy and tasty. We have replaced the potato with rutabaga to cut down on carbs but yet still enjoy the same great taste.",5,1,Emma Shevtzoff
0,Keto Garlic & Sesame Prawns - Recipe - Diet Doctor,"This delicious umami dish brings an infusion of Asian flavors and takes just minutes to prepare. Enjoy lightly spiced, juicy shrimps tossed through a bed of perfectly cooked vegetables.",5,11,Naomi Sherman
0,Low-carb Sunday Lamb Roast - Recipe - Diet Doctor,"If you grew up in Australia, you grew up eating roast lamb for Sunday lunch. All over the country ovens are roasting legs of lamb, with all the trimmings. These succulent 
fragrances can instantly slingshot us back to our childhood and this highly anticipated family meal.",5,5,Naomi Sherman
0,Keto Chicken and Mushroom Casserole - Recipe - Diet Doctor,"Looking for comfort food? This creamy chicken casserole is a modern take on an old favorite. Loaded with savory mushrooms, chicken and cheese as well as cauliflower rice, this meal will leave you feeling warm and satisfied.",4.2,25,Naomi Sherman
0,Pan-Seared Barramundi & Cauli Mash - Low-Carb Recipe - Diet Doctor,"Healthy and sustainably raised, this tasty Australian white fish is also known as Asian sea bass or giant perch. And it is cooked to flaky, buttery perfection with this simple recipe. If you can’t source Barramundi, any firm, white fish will do.",5,2,Naomi Sherman
0,Vegan Low-Carb Chocolate Ice Cream - Recipe - Diet Doctor,"Hold on to your spoons! This no-churn chocolate ice cream is so incredibly rich and decadent that it should come with a warning. And, as if it couldn’t be more magical, it’s also vegan.",5,5,Naomi Sherman
0,Sugar-free whipped espresso foam - Recipe - Diet Doctor,"Are you a fan of our whipped dairy-free keto coffee? Well, that fluffy espresso foam isn't just for coffee! Enjoy it as a delicious topping for low-carb cakes, brownies, ice cream, or muffins.",5,2,"Kristie Sullivan, PhD"
0,Super Easy Keto Mason Jar Ice Cream - Recipe - Diet Doctor,"The ultimate easy dessert recipe. Creating this sugar-free version of classic vanilla ice cream is so simple, it's child's play. No ice cream maker required, just shake, freeze then serve.",4.94,33,"Kristie Sullivan, PhD"
0,Low-carb Swedish Beef Stew (Kalops) - Recipe - Diet Doctor,"Looking for a tasty and comforting low-carb dish? Try Kalops! It is a flavorful Swedish classic with whipping cream and hint of cloves. Our version is perfect on a low-carb diet. Even better, the beef stew almost takes care of itself on the stove. Time saving and delish!",4.25,4,Emma Shevtzoff
0,Low-Carb Bouillabaisse (Seafood Stew) with Saffron Aioli - Recipe,"This fresh new take on a classic Provençal seafood stew has become one of our favorite dishes, all year around! Tender salmon comes together with delicate broth flavored with fennel, orange and tomato. Top with shrimp, saffron aioli and dill. Delicious!",5,2,Jill Wallentin
0,Low-Carb Mexican-style Zucchini - Recipe - Diet Doctor,There are many different versions of this traditional zucchini dish in Mexico. This version with cottage cheese offers a chance to savor some traditional Mexican flavors as part of a low-carb lifestyle.,3,3,Carina Cueva
0,Whipped Dairy-Free Low-Carb Coffee (Dalgona) - Recipe (Video),"Semi-sweet with iced almond milk, this whipped coffee is a low-carb version of a popular caffeinated drink. Known as dalgona in Korea, frappe or whipped coffee in Greece, and beaten coffee in India, you’ll soon know it as a quick and refreshing iced coffee treat.",4.99,638,"Kristie Sullivan, PhD"
0,Low-Carb Cream of Pumpkin Soup - Recipe - Diet Doctor,"Pumpkins are deliciously colorful and fairly low in carbs. This brightly-colored and hearty soup has both sweet and spicy tones and is perfect for warming the soul on crisp, chilly days.",4.33,9,Kristina Wetter
0,Keto Asian Chicken With Peanut Coleslaw - Recipe - Diet Doctor,"Tired of humdrum chicken legs? Add an Asian flair to this keto chicken thigh dish. The meat is infused with a zesty tamari, garlic, and ginger marinade, then baked to crispy perfection. Served on a bed of coleslaw with a spicy peanut sauce, and garnished with avocado and lime, this meal is an exotic…",4.92,24,Jill Wallentin
0,Keto Chicken Rollups - Recipe - Diet Doctor,"Oh boy, do we have a treat for you: chicken, asparagus, ham and melted cheese, all rolled up into a little bundle of deliciousness. Quick enough for a weeknight meal, fancy enough to serve to dinner guests.",4.57,7,Kristina Wetter
0,Low-carb Chocolate Cake with Easter Eggs - Recipe - Diet Doctor,Can't imagine an Easter celebration without savoring some delicious chocolate eggs? You don't have to! This low-carb version of a classic chocolate cake is decorated with cute mini Easter eggs to add the perfect touch and flavor to your celebrations.,4.57,7,Kristina Wetter
0,Low-carb pickle sandwich - Quick & Easy Recipe - Diet Doctor,Does the thought of no bread for a sandwich leave you in a pickle? No problem! Make a pickle-wich. This quick and tasty sandwich is back on the low-carb menu when you use a crispy dill pickle as a bun. We like ours topped with a mayo and mustard blend with a traditional combo of turkey and cheese.,5,7,Jill Wallentin
0,Keto spinach-artichoke stuffed chicken breasts - Recipe - Diet Doctor,"It's a marriage of perfect flavors. A spinach and artichoke filling is stuffed into a chicken breast and baked. Result? A creamy, savory center surrounded by moist chicken and crispy skin. Served with a refreshing, light side salad it is gourmet keto fare you can easily make at home.",4.88,8,Jill Wallentin
0,The Best Cheesy Zucchini Casserole - Low Carb Recipe - Diet Doctor,"This layered vegetable bake is perfect as a side dish or as a meat-free lunch. Tender slices of vegetables are bathed in a cheesy sauce.
Enjoy!",5,6,Naomi Sherman
0,Keto Beef Salad with Mozzarella and Tomato - Recipe - Diet Doctor,"This combination of tender beef and fresh salad, along with a rich and flavorful dressing, is perfect for an easy weeknight meal or for meal prepping lunches. Enjoy!",5,4,Naomi Sherman
0,Easy Keto - Crispy Lemon Baked Chicken - Recipe - Diet Doctor,"Tender and flavorful lemon baked chicken thighs, marinated in a delicious tangy sauce - crispy perfection! Serve with creamy cauliflower mash.
Editor's note: In 2020, this recipe was one of the top 10 most popular Diet Doctor recipes. We hope you love it as well!",4.93,28,Naomi Sherman
0,Crispy Lemon Baked Chicken Thighs - Keto Recipe - Diet Doctor,"Tender and flavourful chicken thighs are marinated in a delicious tangy sauce, then baked to golden, crispy perfection. Add your own favorite sides and you have a delish healthy meal. Enjoy!",4.72,29,Naomi Sherman
0,Grilled Pork Skewers with Zoodle Salad - Recipe - Diet Doctor,"Tender, grilled pork and a zucchini zoodle salad with a Mediterranean dressing. A tasty, keto-friendly meal!",4.75,8,Naomi Sherman
0,Creamy Coleslaw á la Rainbow - Low Carb Recipe - Diet Doctor,"This is a colorful and luxurious coleslaw with a twist! Creamy kale with crunchy almonds, super tasty and low-carb. Serve as a side dish or eat as it is, delicious either way.",5,3,Naomi Sherman
0,Delicious low-carb eggplant towers — Recipe — Diet Doctor,"These colorful eggplant towers are low in carbs, but high on flavor. This delicious starter or side dish requires minimal preparation: just slice and stack the ingredients for an impressive presentation with all the wonderful flavors of the Mediterranean.",5,3,Kristina Wetter
0,Keto Chicken Pesto Zoodle Salad (5 g net carb) - Recipe - Diet Doctor,"A Mediterranean feast, combining all of those classic flavors of basil, tomato and feta in a fresh and delicious salad. The shredded chicken absorbs the pesto flavor and the tart feta paired with the sweetness of the tomatoes makes for a yummy, quick and easy low-carb salad.",4.83,12,Naomi Sherman
0,Keto Cheeseburger Salad - Quick & Easy Recipe - Diet Doctor,"This amazing salad is quick, inexpensive, and filled with all of the best flavors of a juicy cheeseburger. The ingredients come together for a familiar and favorite taste sensation that makes you wonder why you ever ate burgers on a bun! The pickles and onion not only add flavor but also add a nice…",4.78,89,Jill Wallentin
0,Low-carb Spinach and Feta Tart - Recipe - Diet Doctor,"Pretty, healthy and delicious! This swirled tart will be a perfect centerpiece for any keto meal. Serve with a tossed salad for a full meal or prep in advance and pack in slices for lunch during the week.",4.2,5,Naomi Sherman
0,Low-Carb Asparagus Salad With Walnuts — Recipe (Video) — Diet Doctor,"Asparagus is extremely low in carbs and packed with nutrients. This salad is inspired by the Peruvian cuisine. Peru is actually one of the world's main producers of this tasty and versatile veggie. This wonderfully fresh salad features raw asparagus and highlights the flavor with lemon, Parmesan…",4.86,14,Kristina Wetter
0,Low-Carb Vegan Chocolate Tart - Dairy Free Recipe - Diet Doctor,"Crispy chocolate tart shell is wrapped around a luscious chocolate filling. Decadent and delicious, this dairy-free dessert will be a winner for vegans and non-vegans alike.",5,6,Naomi Sherman
0,Keto tuna and avocado salad - Recipe - Diet Doctor,"Not a fan of mayo, but love tuna, avocado, red pepper and onion? What if we tossed all of those with a tart lime and olive oil dressing? You'd have a quick, simple and budget friendly meal in under 15 minutes!",4.68,50,Naomi Sherman
0,Low-Carb Butternut Squash Salad With Lamb - Recipe - Diet Doctor,"This hearty salad begins with a bed of crisp kale topped with roasted butternut squash, onions and pumpkin seeds. The kale, sweet roasted veggies and crunchy seeds create a perfect base for a succulent lamb fillet. Dig in!",5,3,Naomi Sherman
0,Three cheese keto frittata - Recipe - Diet Doctor,"Creamy soft cheese inside, crispy bacon on top, what's not to love with this easy, delicious frittata? This winner is perfect for breakfast, brunch, lunch, or dinner. Wow family and friends with this simple, elegant meal and a side salad.",4.8,10,Naomi Sherman
0,Keto Shrimp Skewers With Chimichurri - Recipe - Diet Doctor,"Marinated shrimp are grilled with green onions, then dipped in a chimichurri sauce that is out of this world. It's a zesty fresh match made in heaven. Great for when company's coming.",4.6,5,Kristina Wetter
0,Low-carb pavlova with fresh berries - Recipe - Diet Doctor,"This famous dessert features meringue, whipped cream, and fresh berries. It was originally created in the 1920s in honor of the Russian ballerina Anna Pavlova. It is historically full of sugar, but history doesn't always need an encore.",4.75,8,Kristina Wetter
0,Pepper-Crusted Beef Tenderloin - Recipe - Diet Doctor,Peppery tender beef meets citrusy butter herb sauce for a match made in heaven. Pair it with a salad or green vegetables for an impressive keto meal that's simple to make.,4.88,16,Naomi Sherman
0,Keto arepas with chicken and avocado - Recipe - Diet Doctor,"Arepas are one of the cornerstones of Venezuelan cuisine. Traditionally made with cornmeal, this keto version means you can still enjoy the delicious flavours while staying low carb. The soft, warm low-carb bread is stuffed with creamy avocado and yummy chicken.",4.57,7,Clara Gonzalez
0,"Keto ""corn"" fritters without the corn - Recipe - Diet Doctor",Corn fritters are a popular staple dish in several Latin American countries. But cornmeal isn't keto! This keto-friendly version loses corn as the key ingredient but preserves the flavor and adds a lot more nutritional value.,4.29,7,Clara Gonzalez
0,Low-carb Mexican chorizo with okra - Recipe - Diet Doctor,"Ready to awaken your tastebuds with a taste of Mexico? Okra, also known as ladies' fingers is a popular South American vegetable. It's mild, eggplant-like flavor makes it ideal to be partnered with flavor-packed, spicy chorizo in this simple yet delicious Mexican dish.",5,3,Clara Gonzalez
0,Quick and easy bearnaise sauce — Recipe — Diet Doctor,"What's the difference between béarnaise and hollandaise sauce? It's the flavoring. Béarnaise uses shallots and tarragon in a white wine vinegar reduction, while hollandaise use simple lemon. Elegant but easy, a drizzle of a rich, creamy herbal béarnaise sauce elevates any vegetable, fish or…",4.33,6,Jill Wallentin
0,Keto Latino chicken with zucchini rice - Recipe - Diet Doctor,"Flavors of lime, garlic, olives, and cilantro combine to create this super tasty, golden chicken on a bed of zucchini “rice”. If you don't like cilantro, use parsley. Either way, it's a Latin-inspired winner. It’s a whole meal in a single pan. Easy, delicious, nutritious.",4,4,Clara Gonzalez
0,Low-carb chicken sancocho - Latin Recipe - Diet Doctor,"This tasty soup is one of the most popular dishes in several Latin American countries. It's name means ""par boil"" or broth in Spanish but it should mean ""wonderful soup."" Every country has its own variation.",5,2,Clara Gonzalez
0,Salmon salad with avocado dressing - Recipe - Diet Doctor,"Colorful, flavorful, keto-full! Salmon, feta cheese, mint, and onion combine in delicious harmony for a satisfying, keto salad. Cherry tomatoes, cucumber and olives add heft and zest. Topped with a home-made avocado dressing, this salad has the taste and texture to become an easy favorite.",4.63,8,Jill Wallentin
0,The Best Low-Carb Onion Rings — Recipe (Video) — Diet Doctor,"Crispy, crunchy on the outside and perfectly tender on the inside, these low-carb onion rings use the unusual combination of coconut flour, Parmesan cheese and garlic powder for a subtle yet surprisingly complementary marriage of tastes.",4.6,10,Naomi Sherman
0,Breakfast keto chaffles with bacon and eggs - Recipe - Diet Doctor,The perfect low-carb breakfast. Cheesy waffles topped with soft egg and crispy bacon. Add some fresh salad to the side and you’ve got the best start to the day ever.,4.85,13,Naomi Sherman
0,Quick Keto Chicken Garam Masala - Recipe (Video) - Diet Doctor,"With coconut cream, turmeric, and garam masala, this dish has an exotic and satisfying spicy flavor. You'll be amazed that something so tasty could be so quick and simple. Serve with cauliflower rice and you have a winning low-carb take on a classic Indian dish.",4.64,67,Jill Wallentin
0,Classic Keto Steak Tartare - Recipe - Diet Doctor,"Fear not! The French are right. Steak tartare is a fabulous gourmet dish that you too can make. The key is freshly ground, high-quality beef cut, such as tenderloin. The result is a delicious, nuanced taste and texture in every bite.",2.6,10,Henrik Thorsell
0,Low-Carb Blueberry Vanilla Chaffles — Recipes — Diet Doctor,"Is there anything that keto waffles, aka ""chaffles"", can't do? Here with hints of vanilla and delicious pops of sweet blueberry, they make a light and fluffy breakfast that all will adore.",5,6,Naomi Sherman
0,Low-Carb Sashimi Salad With Sriracha Mayo - Recipe - Diet Doctor,"Tender sashimi-grade raw salmon gets a dollop of zesty mayo sauce and a side salad of fresh crispy veggies and creamy avocado. It's the perfect low-carb, keto lunch with lots of protein and healthy fat — and a terrific taste.",4.43,7,Emma Shevtzoff
0,Keto Cinnamon Chaffles + Maple Cream Cheese – Recipe – Diet Doctor,"Here's yet another way to serve the oh-so-versatile and delicious chaffle. Warm, softly spiced with cinnamon, these keto chaffles are topped with a deliciously creamy, sweet maple cream cheese flavored with stevia.",4,4,Naomi Sherman
0,Keto Jalapeño Popper Chaffles - Recipe - Diet Doctor,"Is there anything chaffles can't do? With only 4 g of carbs, chaffles are the go-to keto craze that can rock any flavor, sweet or savory. Here they get a spicy sass and layers of complex flavors with cream cheese, bacon, and jalapeño poppers. You'll never miss waffles again.",5,3,Naomi Sherman
0,Sausage-Crusted Keto Quiche - Recipe - Diet Doctor,"This savory, protein-packed keto quiche is cradled in a delicious, firm sausage crust. It has all the flavor of your best quiche recipe but none of the carbs! It's best accompanied with a fresh salad.",4.93,14,"Kristie Sullivan, PhD"
0,Scrambled eggs with spinach & smoked salmon - Recipe - Diet Doctor,"What's a classic breakfast combination that stands the test of time? Why eggs, spinach and smoked salmon! It works for eggs benny and baked eggs, but the fastest and easiest low-carb way to get this tasty combo? A lightening fast keto scramble. Dig in.",5,22,Jill Wallentin
0,Low-carb seafood soup with garlic mayo - Diet Doctor,"Use any kind of fresh fish or seafood in this tasty and versatile soup — prawns, clams, scallops, mussels, whitefish — whatever you have on hand. The garlic mayonnaise is easy to make, and served with fresh lime slices, it gives the dish a special Latin American twist.",5,2,Kristina Wetter
0,Quick & Easy Keto Taco Chaffles - Recipe - Diet Doctor,"Why not use tasty and oh-so popular keto chaffles in new ways, like as a fluffy, soft taco shell for dinner? The chaffle becomes the taco base, cradling a spicy Mexican ground beef mixture, topped with sour cream. Filling. Easy. Keto.",4.71,7,Naomi Sherman
0,Quick & Easy Keto Seafood Chowder - Recipe - Diet Doctor,"Elegant layers of flavor combine with flaky, tender chunks of salmon, shrimp, and wilted spinach, giving this cream-based seafood chowder absolute rave reviews. Colorful, beautiful, delicious, easy, and keto! A winner all around.",4.95,95,Jill Wallentin
0,Super Easy Keto Breakfast: Veggie scramble - Recipe - Diet Doctor,"Scrambled eggs with sautéed mushrooms and peppers are topped with Parmesan cheese and fresh cut green onions. Delicious, fast, easy, and oh-so keto.",4.73,15,Jill Wallentin
0,Easy Keto Pizza Omelet - 8g Net Carb Egg Crust - Diet Doctor,"Is it an omelet? Is it a pizza? Is it a quiche? Who cares?! When it tastes this good and it's keto, too, call it whatever you like. Just make sure you call every one to come for dinner for this simple, tasty meal!",4.69,81,Jill Wallentin
0,The Best Keto Pizza Chaffles - Recipe - Diet Doctor,"Keto chaffles are so hot! And what's a great way to use them? As a base for pizza toppings, of course. It's got all of the delicious, familiar flavors of your favourite pizza, but with none of the carbs. Yes, you heard right.",4.59,29,Naomi Sherman
0,Super Simple Keto Breakfast Plate - Recipe - Diet Doctor,"An easy low-carb, keto breakfast — or a lunch or dinner. If you have eggs and cheese, you have all the protein and fat you need for any meal. And the fried tomatoes? They add a burst of satisfying fresh flavor.",4.92,25,Jill Wallentin
0,Low-carb Chicken & Lettuce Enchiladas - Recipe - Diet Doctor,"Crispy romaine lettuce leaves wrap around spicy chicken and creamy cottage cheese, with the added kick of chipotle chili pepper salsa. These hand-held enchiladas have all the flavor and visual appeal of authentic Mexican cuisine but none of the carbs. Simple, tasty, keto!",4.5,4,Carina Cueva
0,"Keto Chicken Nuggets, Green Bean Fries & Dip - Recipe (Video) - Diet Doctor","Looking for a delicious keto version of classic chicken nuggets? Look no further. Crispy outside, tender inside, these nuggets have all the flavor but none of the carbs.",4.81,31,Jill Wallentin
0,Easy Keto Eggs Benedict on Avocado - Recipe (Video) - Diet Doctor,"What's a classic brunch dish? Eggs benny, of course! We make it keto by replacing the traditional English muffin with a bed of creamy avocado. Same poached eggs, smoked salmon, and hollandaise sauce, but none of the carbs. A fresh, healthy and completely delicious take on an old favorite.",4.71,14,Naomi Sherman
0,Electrolyte Elixir Recipe - No more Headaches & Muscle Cramps,"Need a pick-me-up? Then mix up this salty elixir. With luscious lemon for potassium and flavor, plus magnesium and salt, it restores your electrolytes, gives you a lift, and helps keep headaches and muscle cramps at bay.",4.47,15,"Adele Hite, PhD, MPH, RDN"
0,The #1 Keto Tres Leches Cake Recipe - Diet Doctor,Tres leches cake is one of the most popular desserts in Latin America. This keto version of the classic sponge cake soaked in a delicious cream-based sauce and topped with whipped cream is even quicker and easier to make than the original! Perfect for special occasions.,4.88,40,Clara Gonzalez
0,Low-Carb Cranberry Grapefruit Mimosas - Recipe - Diet Doctor,"Celebrate the holidays with a festive sugar-free cocktail this year. Make sure to use a dry sparkling wine, cava or Champagne, to keep the carbs down. If you want an ever stricter drink, skip the grapefruit juice and just add a splash of cranberry juice just for the beautiful color. Cheers!",5,1,Jill Wallentin
0,"Low-carb, decadent chocolate peanut butter cups - Diet Doctor","Who needs high-carb, sugar-laden peanut butter cups when these decadent low-carb versions are so incredibly delicious? Featuring a layer of dark chocolate, then nut-butter, then sugar-free milk chocolate, they not only look fabulous, they are oh-so easy to make.",5,2,Naomi Sherman
0,Keto Mozzarella Bread Tree With Garlic Butter - Recipe - Diet Doctor,"This delicious pull-apart keto bread is the perfect center piece on your holiday table. But this bread is too good not to enjoy all year around so feel free to shape the bread in any shape you like, or just roll it into regular buns.",4.87,15,Jill Wallentin
0,Roasted chicken & garlic butter - Recipe - Diet Doctor,"The satisfying rich meat of crispy chicken legs combines with the intensified, sweet flavors of roasted cherry tomatoes. Paired with steamed broccoli and garlic butter, this moderate low carb meal has just 10 grams of net carbs but will satisfy your hunger for hours.",5,7,Jill Wallentin
0,Low-Carb Beef Empanadas With Dip - Recipe - Diet Doctor,"Tasty, meat-filled turnovers from Latin America get a low-carb twist. The name empanada literally means ""wrapped in bread"" but here the wrapping is made of keto-friendly almond flour, eggs, and ricotta cheese.",5,8,Clara Gonzalez
0,Low-carb Salmon Patties & Feta Cheese Sauce - Recipe - Diet Doctor,"Whether for breakfast, lunch or dinner, these simple, moist and tasty salmon patties pair beautifully with a creamy feta-cheese sauce and a fresh salad. Healthy, satisfying and easy, this dish is sure to become a seafood favorite. See food? Yes please!",4.43,7,Camilla Björklund
0,Low-carb Granola With Cardamom and Vanilla - Recipe - Diet Doctor,"Missing a satisfying granola on your low-carb diet? This easy recipe fits the bill: crunchy and nutty, with a taste of coconut and vanilla. Serve with a dash of cream or yogurt and a few berries. Voila - you've got breakfast, a snack or even dessert.",4.88,8,Camilla Björklund
0,Kale Salad With Goat Cheese & Pomegranate — Recipe — Diet Doctor,"A beautiful winter salad is packed with flavor and nutrients. Kale is king. It's one of the most nutrient-dense foods in the world – loaded with high amounts of vitamin A, K and C. Even if pomegranate contain some carbs, they are carbs well invested.",5,3,Jill Wallentin
0,Keto Salmon & 5 Min Hollandaise - Recipe - Diet Doctor,"What a combination: seared salmon and tender crispy asparagus. So elegant, so tasty, so easy. Topped with a fast and simple hollandaise sauce, it is a simple, yet super delicious meal.",5,5,Jill Wallentin
0,Flank Steak With Pepper Sauce & keto gratin - Recipe - Diet Doctor,"A flank steak is a versatile cut of meat with a rich, beefy flavor and a lower cost. Spiced with a pepper sauce and paired with an attractive and easy gratin of cauliflower and broccoli, the result is a nutritious, satisfying meal that you will return to time and again.",4.78,9,Camilla Björklund
0,#1 Keto Flourless Chocolate Cake - Recipe (Video) - Diet Doctor,"This luxurious, creamy chocolate cake is almost too easy to make but looks and tastes amazing — a rich smooth chocolate taste with a hint of salt mingled with nuts and seeds. And did we mention that it's keto too? Well, what are you waiting for?",4.83,47,Jill Wallentin
0,Spanish Garlic Shrimp (Gambas al Ajillo) - Recipe - Diet Doctor,"Lucky for us, this popular Spanish tapas dish, Gambas al Ajillo, is perfectly suited for a keto lifestyle. Spicy and garlicky, with a touch of lemon, it shines as an appetizer as part of a Spanish party platter, along with Manchego cheese, olives, and Serrano ham.",4.58,12,Clara Gonzalez
0,Super Easy Keto Chaffles (2g net carb) - Diet Doctor,"Keto waffles or ""chaffles"" have taken the world by a storm! This gluten-free keto chaffel recipe is made with eggs and almond flour and is the perfect base for creative toppings. Craving savory chaffles? Add ham and chives. Sweet chaffles? Add vanilla and cinnamon. The possibilities are endless.",4.79,56,Naomi Sherman
0,The Best Low-Carb Beef Stroganoff & Cauli Rice — Recipe — Diet Doctor,"Beef Stroganoff has been a favorite dish, the world over, since the 19th Century. This is an updated classic Russian meal recipe with a low-carb twist: sirloin steak and cauliflower rice. Packed with flavor and freezer-friendly. Let's cook!",4.11,9,Camilla Björklund
0,Keto Asian Style Chicken Wings - Recipe - Diet Doctor,"Zest up your chicken wings with a tamari and garlic Asian-style marinade. Served with a bok choy sesame stir-fry and garnished with cashews, this is a simple keto meal that beats takeout any night of the week.",4.4,5,Anne Aobadia
0,Clara's delicious low-carb huevos rancheros - Recipe - Diet Doctor,"Spice it up at breakfast time with these Mexican-style eggs. Clara's version keeps it low carb and satisfying: fried eggs, a zesty tomato salsa with jalapeños and cheese, and avocado. It's a perfectly delicious way to start your day!",4.89,9,Clara Gonzalez
0,Liberal low-carb breakfast with fried eggs & yogurt - Recipe - Diet Doctor,"How do you take a moderate low-carb meal and make it a liberal low-carb meal? Just add a bowl of yogurt, blueberries, and walnuts to your breakfast of eggs, spinach, tomatoes, and avocado. With 26 grams of net carbs, this healthy simple breakfast is still well below the carb count of most…",4.88,8,Jill Wallentin
0,Low-carb ceviche with jalapeños - Recipe - Diet Doctor,"Ceviche is a traditional Peruvian dish that uses lime juice instead of heat to ""cook"" the fish. Tender white fish gets a refreshing hit of lime and spice from jalapeño peppers. This simplified version delivers that delicious fresh punch of flavor you expect but is so easy.",4.33,3,Clara Gonzalez
0,The Best Nut-free Keto Bread - Recipe - Diet Doctor,"Whether you have nut allergies or just want a change, this delicious low-carb bread is nut-free and tastes great, especially toasted. Try it with mashed avocado, poached eggs, melted cheese or other favorite toppings. Great for breakfast or any meal.",4.3,10,Camilla Björklund
0,Simple Low-Carb Breakfast With Fried Eggs - Recipe - Diet Doctor,"Want to know what breakfast with a moderate level of carbs looks like? This simple breakfast is a perfect example and is a great way to start your day. Two eggs, spinach, sliced tomatoes, and avocado make a well-rounded, whole-foods meal that will satisfy you for hours.",5,8,Jill Wallentin
0,Italian Keto Chicken Stew With Cabbage Pasta - Recipe - Diet Doctor,"A simple, creamy chicken parmesan dinner with the added tang of sundried and regular tomatoes. It works just as well for regular weekdays meals as it does for a festive weekend get-together. Serve it on top of butter-fried cabbage strips in place of pasta. A true keto success!",4.88,51,Camilla Björklund
0,Low-Carb Zucchini Pizza Casserole - Recipe - Diet Doctor,Shredded zucchini squash is blended with cheese and eggs to form a crust in this family-friendly zucchini pizza casserole. It’s great topped with sausage and bacon. But any of your favorite pizza toppings can be added to complete the dish.,4.71,14,Lisa MarcAurele
0,Pan-fired cod with beet salad and browned butter - Diet Doctor,"A rainbow of taste and color, this Scandinavian dish features fried cod with a capers & beet salad, with a side of broccoli, cauliflower and carrots. Topped with a browned butter sauce, the dish is fast, simple and pleasing to both the palate and the eye.",5,2,Camilla Björklund
0,Keto Roast Chicken with Garlic Butter - Recipe - Diet Doctor,"Garlicky parsley butter - yum! Italian-seasoned, moist chicken with a crispy exterior - double yum. It's a quick, tasty, nutritious, cheap keto meal. Works great as fast dinner or a wholesome box lunch. It will become a go-to favorite. We guarantee it.",4.67,15,Jill Wallentin
0,Low-Carb Cod With Dijon Sauce & Crispy Bacon - Recipe - Diet Doctor,"Tender fish, buttery cabbage and crispy bacon, served in a Dijon cream sauce, create a sophisticated and satisfying taste sensation. A simple meal that tastes gourmet.",4.67,12,Camilla Björklund
0,The Best Low-Carb Vegan Tempeh Burger - Recipe - Diet Doctor,"You’ll need two hands to tuck into this incredible vegan burger. Tender, juicy and flavorful tempeh patties are topped with juicy fixings and cradled between an easy portobello mushroom bun. Low-carb, yes, but it's high protein, nutrients, and flavor, too!",5,4,Naomi Sherman
0,Low-Carb No Bean Ground Turkey Chili - Recipe - Diet Doctor,"Here's an easy turkey chili that can be made on the stove top, in a slow cooker, or with an Instant Pot. Diced zucchini replaces the beans to keep carbs to a minimum. The prep time is quick, but slow cooking allows the flavors to develop and bloom.",4.58,12,Lisa MarcAurele
0,Quick Keto Grain-Free Breakfast Cereal - Recipe - Diet Doctor,"No grain? It's a no-brainer. Make this simple, nutty, low-carb cinnamon cereal ahead so you’ll have a quick-and-easy breakfast for busy mornings. Or, take it along for a quick, crunchy snack on the road. Without the almond milk, the cereal is keto (1 g of net carbs per serving).",4.13,8,Lisa MarcAurele
0,Spicy Keto Chicken Casserole - Recipe - Diet Doctor,"Bite-sized chicken breast pieces get a zesty upgrade when cooked with a spicy sambal oelek chili cream sauce. With bacon, broccoli and cauliflower florets baked right alongside, this casserole is a one-dish, tasty meal that will satisfy for hours.",5,9,Camilla Björklund
0,Keto Chicken Skillet with Mushrooms & Parmesan - Recipe - Diet Doctor,"Chicken is always a week-night favorite. This easy chicken skillet dish has a creamy, cheesy mushroom sauce. It’s a quick keto meal that's ideal for busy evenings because it can be prepared and cooked in less than 30 minutes.",4.95,56,Lisa MarcAurele
0,Keto BLT Baked Avocado Eggs - Recipe - Diet Doctor,"Baked avocado eggs make a perfect keto breakfast or brunch. High in fat with minimal carbs, they keep hunger away for hours. And the best part is they're so easy to make.",3.78,9,Lisa MarcAurele
0,The Easiest 5 Minute Hollandaise Sauce — Recipe — Diet Doctor,"A drizzle of a rich and creamy hollandaise sauce is an elegant addition to poached eggs... or, for that matter, any vegetable, fish or grilled meat! And on asparagus? Can't be beat! Do you think it's too complicated to make your own? Not at all.",4.5,10,Jill Wallentin
0,4 Ingredient Keto Breakfast with Fried Eggs - Diet Doctor,"Fried eggs are keto simplicity at its best! It's a super quick and satisfying breakfast that will keep your hunger at bay for hours. You can also fry the spinach with the eggs, and add some extra veggies or bacon, for a more filling meal.",4.94,17,Jill Wallentin
0,Low-Carb Beef Enchiladas - Diet Doctor - Recipe,"Hold the tortillas! There's no need for them with these tasty low-carb beef enchiladas. We wrap our spiced beef mixture in deli-style turkey breast and then top with grated cheese, a quick homemade enchilada sauce, and slices of jalapeño.",4.67,9,Lisa MarcAurele
0,Delicious Low-Carb Meal & Dessert - Recipe - Diet Doctor,"Crispy baked chicken legs served on a bed of roasted tomatoes and onions with fresh spinach, dressed with a smoked paprika sour cream sauce. Rounding out the meal is a simple dessert of sliced strawberries, pistachios and sugar-free chocolate.",5,4,Jill Wallentin
